tweets,author,date,likes,retweets,hashtags,linked_accounts,urls,id,tweet_type
"@mordhor98220052 @glembotzky @MartinSonneborn @karlnagel Du meinst also, dass das Bier nicht die kleine Differenz war?",DiePARTEI,2019-05-08 14:19:59,7,0,,"glembotzky, MartinSonneborn, karlnagel",,1126129624323362818,tweet
"Wir haben Fragen. 
Und nein, mit Europa könnt ihr diesmal nicht antworten... 🤦 https://t.co/CXyXRlSK3K",DiePARTEI,2019-05-08 08:41:07,437,44,,,https://t.co/CXyXRlSK3K,1126044346200076288,tweet
Schlimmer Verdacht: Steckt Wolle Bosbach dahinter? #ClickBait https://t.co/K696TygSU5,DiePARTEI,2019-05-08 08:26:04,152,14,ClickBait,,https://t.co/K696TygSU5,1126040556025667584,tweet
"@JohannesKorner @MartinSonneborn @nicosemsrott @seawatchcrew Für irgendwas muss die Satellitenschüssel gut sein, und wenn es nur die Premie unserer Spots ist. Anschließend stellen wir sie aber online, siehe: https://t.co/yQndbGlUek",DiePARTEI,2019-05-07 13:55:23,5,0,,"JohannesKorner, MartinSonneborn, nicosemsrott, seawatchcrew",https://t.co/yQndbGlUek,1125761047225409536,tweet
Waren sie es denn vorher? 🤔 https://t.co/ly1a4zPTIH,DiePARTEI,2019-05-07 13:51:38,264,19,,,https://t.co/ly1a4zPTIH,1125760102806577152,tweet
"@Alexand74558556 @MartinSonneborn @nicosemsrott @seawatchcrew 8.5.2019 22:10 Uhr, gebührenfinanziert",DiePARTEI,2019-05-07 11:38:01,17,0,,"Alexand74558556, MartinSonneborn, nicosemsrott, seawatchcrew",,1125726474676461569,tweet
"Pressekonferenz zu unserem zweiten Spot, der morgen Abend im ZDF ausgestrahlt wird. (weniger trostlos als dieses Bild) https://t.co/hCqsn7Wsti",DiePARTEI,2019-05-07 11:19:02,317,17,,,,1125721697926242305,tweet
"""Kann jemand diese Irren stoppen?""
Und das ist eigentlich alles, was wir dazu zu sagen haben. https://t.co/bBwR5y5uLv",DiePARTEI,2019-05-07 08:41:51,588,66,,,https://t.co/bBwR5y5uLv,1125682140946026497,tweet
@Dine1977Dine @MartinSonneborn Pics or it didn't happen,DiePARTEI,2019-05-06 15:26:29,20,1,,"Dine1977Dine, MartinSonneborn",,1125421584926289920,tweet
Klare Ansage. https://t.co/YifmxGhcek,DiePARTEI,2019-05-06 15:22:36,234,8,,,https://t.co/YifmxGhcek,1125420605011107840,tweet
@another__alex @MartinSonneborn Wir werden uns in Europa dafür einsetzen. Ehrenwort https://t.co/plwxGFfLtC,DiePARTEI,2019-05-06 15:20:18,124,6,,"another__alex, MartinSonneborn",,1125420027560198144,tweet
"Fernsehfreunde aufgepasst: In einer Stunde (16:58 Uhr) läuft unser erster Spot in der ARD.
Wir freuen uns schon auf die Zuschauerbriefe ♥ https://t.co/qi2X07p5MR",DiePARTEI,2019-05-06 13:47:49,821,67,,,,1125396751706464256,tweet
@ChrixSapo https://t.co/GZiEdWWNCW,DiePARTEI,2019-05-06 10:20:45,5,0,,ChrixSapo,,1125344642759839745,tweet
@SaschaL1988 @dieLinke @SPDEuropa @FREIEWAEHLER_BV @wahlomat Wir haben da so eine Kooperation mit einer sehr guten genossenschaftlich geführten Brauerei 🤔,DiePARTEI,2019-05-06 10:13:26,183,2,,"SaschaL1988, dieLinke, SPDEuropa, FREIEWAEHLER_BV, wahlomat",,1125342803570171904,tweet
@Erol19732 @opendev Ausnahmen werden über Teletext geregelt https://t.co/6S1iPKEyKO,DiePARTEI,2019-05-05 22:14:42,135,2,,"Erol19732, opendev",,1125161927464845314,tweet
@ClZMueller Original ist das zumindest nicht,DiePARTEI,2019-05-05 17:42:48,82,0,,ClZMueller,,1125093502268911617,tweet
"So viel Aufregung im Wahlkampf. Das muss nicht sein. Hier mal etwas Inhaltliches, was gleichzeitig das Gemüt beruhigt. https://t.co/zSss8UtgcX",DiePARTEI,2019-05-05 12:21:20,2745,369,,,,1125012600708894720,tweet
@demokratienetz @faznet @nicosemsrott Wir sagen einfach mal Danke.,DiePARTEI,2019-05-05 12:19:18,5,0,,"demokratienetz, faznet, nicosemsrott",,1125012089515466753,tweet
@KanzleiHoenig @ShowkuenstlerDe Neun?,DiePARTEI,2019-05-05 11:59:45,411,0,,KanzleiHoenig,,1125007170888785921,tweet
"@markuskowalski @DotLuis9 @MartinSonneborn Das steht da nicht. Was da auch nicht steht, aber die erste Antwort ein wenig erklärt, ist, dass das Schaffen einer Öffentlichkeit notwendiger ist, sollte ein Thema z. B. durch die Konservativen in eine ungute Richtung gelenkt werden. Das war nicht der Fall (s. Ergebnis)",DiePARTEI,2019-05-04 19:16:32,35,0,,"markuskowalski, DotLuis9, MartinSonneborn",,1124754703248711681,tweet
"@Timon_Gremmels @MartinSonneborn Heißt das nun, dass die sPD dem nach der Wahl dann doch zustimmen wird, oder war der Bruch des Koa-Vertrages beim Urheberrecht (und ein paar anderen Sachen) ein Ausrutscher? Wir sind verwirrt 🙃",DiePARTEI,2019-05-04 18:54:00,376,13,,"Timon_Gremmels, MartinSonneborn",,1124749032218333184,tweet
Das sieht nicht nur so aus... https://t.co/M4SZnWi4tG,DiePARTEI,2019-05-04 16:41:15,205,14,,,https://t.co/M4SZnWi4tG,1124715624750637067,tweet
"@DotLuis9 @markuskowalski @MartinSonneborn Wir bemühen uns schon, für die wichtigen Themen eine Öffentlichkeit herzustellen. Halt mit unseren Mitteln und Möglichkeiten.",DiePARTEI,2019-05-04 15:36:42,34,0,,"DotLuis9, markuskowalski, MartinSonneborn",,1124699378776670208,tweet
@markuskowalski @MartinSonneborn https://t.co/uhbQ5vn5f3,DiePARTEI,2019-05-04 13:32:25,96,3,,"markuskowalski, MartinSonneborn",https://t.co/uhbQ5vn5f3,1124668102350864385,tweet
"""Europa stärken, Deutschland schwächen.""
#füreuropareichts #EP2019 https://t.co/UBVwJ7SCfR",DiePARTEI,2019-05-04 13:18:50,165,17,"füreuropareichts, EP2019",,https://t.co/UBVwJ7SCfR,1124664684769153024,tweet
"@VietschyMeyer @DieHumanisten Wir haben gehört, dass Abstimmungsverfahren neben dem wahlswiper unseriös sind und von @AxelVossMdEP ""programmiert"" wurden. Aber vielleicht ist auch nur das Internet kaputt 🤷",DiePARTEI,2019-05-04 00:41:21,398,6,,"VietschyMeyer, DieHumanisten, AxelVossMdEP",,1124474058626732034,tweet
"Schon wieder nichts vernünftiges im Fernsehen?
Weit gefehlt! 
Die Programmzeitschriften für nächste Woche weisen auf zwei ganz besondere Highlights hin, die ihr nicht verpassen dürft:
1. Spot in der ARD am 6.5. um 16:58 Uhr &amp;
1. erster Spot im ZDF am 8.5. um 22:10 Uhr
#EP2019 https://t.co/8hGp2Baymd",DiePARTEI,2019-05-03 19:33:27,467,61,EP2019,,,1124396571058233347,tweet
"@Nusstafel @M0NSTER_D0SE @DieHumanisten Wir waren schon immer für zwei, wenn nicht sogar drei Stimmen. #Servicetweet",DiePARTEI,2019-05-03 17:44:21,7,0,Servicetweet,"Nusstafel, M0NSTER_D0SE, DieHumanisten",,1124369116826042368,tweet
"@Lanthidis @nicosemsrott @bpb_de @Europarl_DE Ausnahmsweise. Vielleicht sparst du aber 10,5 % beim zweiten Strich des Kreuzes, um dein Ergebnis zu verdeutlichen. #FürEuropaReichts",DiePARTEI,2019-05-03 10:40:50,32,0,FürEuropaReichts,"Lanthidis, nicosemsrott, bpb_de, Europarl_DE",,1124262532854820869,tweet
Einer hat schon aufgegeben (sich)... https://t.co/tRCuIG9sae,DiePARTEI,2019-05-03 09:32:26,181,4,,,,1124245319427002368,tweet
@BinoHZ @nicosemsrott @bpb_de @Europarl_DE Einfach Augen zu und durch,DiePARTEI,2019-05-03 09:10:45,15,0,,"BinoHZ, nicosemsrott, bpb_de, Europarl_DE",,1124239865581920256,tweet
@nicosemsrott eröffnet die Spiele #wahlomat #EP2019 https://t.co/Dunv3ZtThp,DiePARTEI,2019-05-03 09:04:12,246,10,"wahlomat, EP2019",nicosemsrott,,1124238213625864192,tweet
@SherlockHans Mal @AxelVossMdEP fragen...,DiePARTEI,2019-05-03 07:27:39,15,1,,"SherlockHans, AxelVossMdEP",,1124213916576489472,tweet
@DemokratieBot https://t.co/JQ2Mx9ercc,DiePARTEI,2019-05-03 07:26:25,15,1,,,,1124213608320253952,tweet
"Nicht schummeln, wenn ihr nachher beim Wahl-o-Mat gewinnen wollt 🤓(nein, wir haben nicht die Ja-Nein-Schablone angelegt) https://t.co/crakBRI1Wq",DiePARTEI,2019-05-03 07:18:35,196,15,,,https://t.co/crakBRI1Wq,1124211636292784128,tweet
"@pnorsei @rocksanctuary @MartinSonneborn @nicosemsrott Das ist gewollte Luft nach oben, damit wir uns noch ein wenig anstrengen dürfen. Vielen Dank für diese Möglichkeit 😘",DiePARTEI,2019-05-03 02:47:54,10,0,,"pnorsei, rocksanctuary, MartinSonneborn, nicosemsrott",,1124143517897580544,tweet
@kahrs Noch eine GroKo? Wickelt doch vielleicht erstmal die jetzige ab.,DiePARTEI,2019-05-02 17:46:37,81,3,,kahrs,,1124007297833938945,tweet
"@bettercallaxel @Wahlleiter_Bund Einfach mal die Sitzungen des Bundeswahlausschusses verfolgen und ein bisschen prodemokratisch denken. Ist machbar, auch wenn es manchmal schwer fällt.
Außerdem haben wir den besonderen Göbbels (mit ö)",DiePARTEI,2019-05-02 10:12:14,269,16,,"bettercallaxel, Wahlleiter_Bund",,1123892948251361281,tweet
"Die Frage ist, was zuerst da war 🤔 https://t.co/5s9UL7nW79",DiePARTEI,2019-05-02 08:20:41,911,92,,,https://t.co/5s9UL7nW79,1123864876462616576,tweet
@Tierschutzparte @PicFa_13 @Allianz_MTN @CDU_CSU_EP @SPDEuropa @AfD @Piratenpartei @wahlomat @TierschutzH https://t.co/g6zgJsbkts,DiePARTEI,2019-05-02 08:15:53,17,0,,"Tierschutzparte, PicFa_13, Allianz_MTN, CDU_CSU_EP, SPDEuropa, AfD, Piratenpartei, wahlomat, TierschutzH",,1123863669128028160,tweet
Christlich. Demokratisch. Unaufhaltsam. #Firmenlauf #CDU #unserEuropa #26MaiCDU https://t.co/kR2o2c4xx4,CDU,2019-05-22 18:03:19,43,10,"Firmenlauf, CDU, unserEuropa, 26MaiCDU",,,1131259259835035648,tweet
"Am Sonntag geht es um viel: Die Europäische Union ist unser Garant für Frieden und Freiheit, für Wohlstand, für die Achtung der Menschenrechte, für Sicherheit und Stabilität. 
👉 Die Formel für die Zukunft lautet: #26MaiCDU.
@akk #unserEuropa https://t.co/Uu4mQ67Q2O",CDU,2019-05-22 16:43:35,53,13,"26MaiCDU, unserEuropa",akk,,1131239194112811008,tweet
".@akk: #Schengen ist das große Versprechen von Wohlstand und Freiheit. Dafür brauchen wir einen effektiven Schutz der Außengrenzen. 
Freiheit und Sicherheit gehören zusammen. Dafür kämpfen wir am #26MaiCDU. @SH_CDU #unserEuropa https://t.co/vB3yZnQAkB",CDU,2019-05-22 16:38:51,28,8,"Schengen, 26MaiCDU, unserEuropa","akk, SH_CDU",,1131238003018469377,tweet
.@akk: Wir stehen für die #sozialeMarktwirtschaft und #unserEuropa ist gegen die Vergemeinschaftung von Schulden. Erwirtschaften kommt vor Verteilen! https://t.co/8kg3ygzUQc,CDU,2019-05-22 16:34:40,35,11,"sozialeMarktwirtschaft, unserEuropa",akk,,1131236946485960704,tweet
.@akk: Rechtspopulisten sind für die Union keine Koalitionspartner. Am Sonntag müssen wir uns gegen Populisten stellen und für #unserEuropa wählen gehen. #26MaiCDU #Europawahl2019 https://t.co/eNoP9t1v2O,CDU,2019-05-22 16:27:52,57,23,"unserEuropa, 26MaiCDU, Europawahl2019",akk,,1131235237151821825,tweet
".@akk: Es ist schön, hier zu sein. Ich erinnere mich gern an 2017 zurück, als @DGuenther_CDUSH und ich die Landtagswahlen gewonnen haben. Gehen wir in dem gleichen Geist gemeinsam in den Endspurt zur #Europawahl - für #NiclasHerbst.
👉 #26MaiCDU @SH_CDU https://t.co/rES7wuBYIH",CDU,2019-05-22 16:22:02,12,6,"Europawahl, NiclasHerbst, 26MaiCDU","akk, DGuenther_CDUSH, SH_CDU",,1131233766960238592,tweet
"Im Grundgesetz verankert, im Herzen gelebt: #unserEuropa. Morgen feiern wir in Berlin das Jubiläum 70 Jahre #Grundgesetz. Von 11.30 bis 13.30 Uhr sind wir auf d. Wittenbergplatz. Kommen Sie vorbei, feiern Sie mit @akk, @PaulZiemiak und den Mitarbeiterinnen &amp; Mitarbeitern des KAH. https://t.co/0Xd8QcDyGu",CDU,2019-05-22 15:27:36,29,7,"unserEuropa, Grundgesetz","akk, PaulZiemiak",,1131220068837318656,tweet
"#Merkel kämpft für ein starkes Europa, dessen Stimme in d. Welt gehört wird, das seine Bürger schützt und gemeinsam für Frieden sorgt. Mehr: https://t.co/Oh5HawC24Y (2/2)",CDU,2019-05-22 15:08:35,31,8,Merkel,,https://t.co/Oh5HawC24Y,1131215285585895424,tweet
Die CDU arbeitet für #unserEuropa: Unsere Bundeskanzlerin Dr. Angela Merkel ist seit 13 Jahren unermüdlich im Einsatz für Deutschlands Zukunft in Europa. Sie ist die am längsten amtierende Regierungschefin der EU und hat D. und Europa erfolgreich durch Krisen geführt. (1/2) https://t.co/U3yyp9JwlJ,CDU,2019-05-22 15:07:00,59,13,unserEuropa,,,1131214884270690306,tweet
"@peteraltmaier Er weiß: Nur gemeinsam kann sich Europa auf den globalen Märkten behaupten. Altmaier kämpft für ein starkes Europa, in dem echte „European Champions“ entstehen und in dem Wirtschaftswachstum und Umweltschutz gemeinsam gelingen. Mehr: https://t.co/Oh5HawC24Y (2/2)",CDU,2019-05-22 15:00:43,9,4,,peteraltmaier,https://t.co/Oh5HawC24Y,1131213303009697792,tweet
"Die CDU arbeitet für #unserEuropa: Unser Wirtschaftsminister @peteraltmaier arbeitet auf der europäischen Bühne daran, dass unser #Europa auch in #Zukunft eine wichtige Rolle im Konzert der großen Wirtschaftsnationen spielt. (1/2) https://t.co/ETWCkzJbZN",CDU,2019-05-22 15:00:02,14,5,"unserEuropa, Europa, Zukunft",peteraltmaier,,1131213131307528192,tweet
"Nebelschwaden bahnen sich ihren Weg, begleitet von myteriösem Brodeln &amp; Köcheln. Mittendrin ein Wissenschaftler mit jahrzehntelanger Erfahrung auf dem Fachgebiet. Findet er die Formel? Löst er das Rätsel um die Europawahl 2019? Ehrlich: Wenn nicht er, wer dann?! #unserEuropa https://t.co/wz5s1uarS2",CDU,2019-05-22 14:31:25,86,27,unserEuropa,,,1131205932711591937,tweet
"Was tun unsere Spitzenpolitiker für #unserEuropa? Jeden Tag arbeiten sie an einem #Europa, das #Wohlstand schafft, #Sicherheit gibt und #Frieden sichert. Mehr: https://t.co/Oh5HawC24Y #26MaiCDU https://t.co/9DPbiIuICx",CDU,2019-05-22 14:24:38,22,12,"unserEuropa, Europa, Wohlstand, Sicherheit, Frieden, 26MaiCDU",,https://t.co/Oh5HawC24Y,1131204225734778880,tweet
"Für die CDU gilt: Der Schutz von Mensch und Tier hat Vorrang vor dem Schutz des einzelnen Wolfes. Deshalb hat die Bundesregierung heute beschlossen, den Abschuss von Wölfen zu erleichtern und so die Lage im ländlichen Raum zu entspannen. https://t.co/9rkdX3rq2C",CDU,2019-05-22 13:52:05,341,83,,,,1131196031138447360,tweet
"Wenn es um unseren Planeten geht, gelten zwei Grundsätze: 1⃣ Es geht nur gemeinsam. 2⃣ Es geht nur mit Spitzenforschung. Dazu hat die #CDU-geführte BReg einen Beschluss zur steuerlichen Förderung von Forschung und Entwicklung gefasst. https://t.co/OmeVFU6ucR #unserEuropa https://t.co/cLbkghUVlz",CDU,2019-05-22 12:40:43,25,9,"CDU, unserEuropa",,https://t.co/OmeVFU6ucR,1131178071392903168,tweet
"Auch schon Post von @AKK und @ManfredWeber bekommen? 

Als Union kämpfen wir gemeinsam für #unserEuropa. 

Und um jede Stimme für @CDU und @CSU am kommenden Sonntag! 🗳️🇪🇺 #26MaiCDU #EP2019 https://t.co/n6hPUeWEQI",CDU,2019-05-22 12:26:21,75,17,"unserEuropa, 26MaiCDU, EP2019","akk, ManfredWeber, CDU, CSU",https://t.co/n6hPUeWEQI,1131174457253486592,tweet
"Im @mittagsmagazin hat @ManfredWeber heute betont: „Ich will das Prinzip durchsetzen: Der Staat entscheidet, wer nach Europa kommt. Nicht die Schlepperbanden!“ #unserEuropa 🇪🇺 #26MaiCDU 🗳 https://t.co/Vq0aJfD7yR",CDU,2019-05-22 12:09:27,41,19,"unserEuropa, 26MaiCDU","mittagsmagazin, ManfredWeber",,1131170202895474689,tweet
"#UnserEuropa sorgt für Sicherheit und Stabilität. Wir wollen unsere zivilen und militärischen Kräfte bündeln. Unser Ansatz kombiniert Diplomatie, Verteidigung und Entwicklungszusammenarbeit, um Frieden zu schaffen und zu erhalten. #26MaiCDU cc @NariR5 https://t.co/3i2o1NLkjM",CDU,2019-05-22 09:00:00,22,7,"UnserEuropa, 26MaiCDU",NariR5,,1131122527965786112,tweet
"Wir wollen die Sicherheitsunion: Menschen erwarten zurecht, dass der Staat ein Leben in Sicherheit und Freiheit sicherstellt. Wir wollen ein Europa, das zum Schutz vor organisierter Kriminalität und Terrorismus eng zusammenarbeitet. #unserEuropa #26MaiCDU https://t.co/JYCgIppIcW",CDU,2019-05-22 06:00:00,88,35,"unserEuropa, 26MaiCDU",,,1131077228157005825,tweet
"Im @ZDF hat @ManfredWeber in seiner besonnenen und bodenständigen Art deutlich gemacht: Man muss Europa können, um Europa richtig zu machen. #unserEuropa wird mit ihm als EU-Kommissionspräsident Sicherheit, Wohlstand und Frieden auch für künftige Generationen schaffen. #26MaiCDU https://t.co/jTcxoWspVI",CDU,2019-05-21 20:40:38,48,21,"unserEuropa, 26MaiCDU","ZDF, ManfredWeber",,1130936459647737856,tweet
.@ManfredWeber benennt zum Schluss der Debatte #wiegehtseuropa drei zentrale Aufgaben für #unserEuropa: Sicherheit durch Datenaustausch. Wachstum durch Handel. Selbstbehauptung durch eine selbstbewusste Außen- und Sicherheitspolitik. #26MaiCDU #thePowerofWE #Europawahl2019 https://t.co/kDsV5e3ROF,CDU,2019-05-21 20:39:38,31,12,"wiegehtseuropa, unserEuropa, 26MaiCDU, thePowerofWE, Europawahl2019",ManfredWeber,,1130936207221895168,tweet
".@ManfredWeber erinnert daran: #SPD und #Grüne stehen bei Handelsverträgen immer wieder auf der Bremse und haben sie oft abgelehnt. Wir können aber unser Wachstum nur halten, wenn wir mit dem Rest der Welt Handel treiben. #unserEuropa schafft Wohlstand. #wiegehtsEuropa #26MaiCDU https://t.co/JNefDj6F4m",CDU,2019-05-21 20:34:21,29,11,"SPD, Grüne, unserEuropa, wiegehtsEuropa, 26MaiCDU",ManfredWeber,,1130934880811065345,tweet
".@dieLinke beweist mit Hetze gegen das EU-Türkei-Abkommen, dass sie an Lösungen nicht interessiert ist: Durch das Abkommen ist die Zahl der Ertrunkenen extrem gesunken und Kinder erhalten in der Türkei menschenwürdige Versorgung und Bildung. #wiegehtseuropa #26MaiCDU",CDU,2019-05-21 20:32:57,25,7,"wiegehtseuropa, 26MaiCDU",dieLinke,,1130934524353929216,tweet
